7934
; High-resolution solar spectrum between 800-1150 A. 
; Based on measurements with SOHO/SUMER (Curdt et al., 1997)
; wave (A)   flux (photons in arbitrary units)
846.21277    6.41301E+07
846.25726    6.57946E+07
846.30182    6.39998E+07
846.34631    6.39939E+07
846.39081    6.33172E+07
846.43530    6.19997E+07
846.47980    6.21780E+07
846.52429    6.32635E+07
846.56879    6.42426E+07
846.61328    6.32959E+07
846.65778    6.25904E+07
846.70227    6.32048E+07
846.74677    6.32460E+07
846.79126    6.19624E+07
846.83575    6.10443E+07
846.88025    6.21350E+07
846.92474    6.53193E+07
846.96930    6.63274E+07
847.01379    6.54206E+07
847.05829    6.20779E+07
847.10278    6.11612E+07
847.14728    6.08968E+07
847.19177    6.14029E+07
847.23627    6.17290E+07
847.28076    6.30868E+07
847.32526    6.69449E+07
847.36975    7.10573E+07
847.41425    7.22080E+07
847.45874    7.16716E+07
847.50330    6.97791E+07
847.54779    6.65026E+07
847.59229    6.65740E+07
847.63678    6.53117E+07
847.68127    6.62775E+07
847.72577    6.76198E+07
847.77026    6.82205E+07
847.81476    6.87849E+07
847.85925    6.75851E+07
847.90381    6.53725E+07
847.94830    6.49898E+07
847.99280    6.45485E+07
848.03729    6.41436E+07
848.08179    6.52768E+07
848.12628    6.66547E+07
848.17078    6.80130E+07
848.21527    6.87806E+07
848.25983    6.94630E+07
848.30432    6.91958E+07
848.34882    6.85531E+07
848.39331    6.73068E+07
848.43781    6.55003E+07
848.48230    6.42592E+07
848.52679    6.66650E+07
848.57135    6.73819E+07
848.61584    6.55964E+07
848.66034    6.54089E+07
848.70483    6.55299E+07
848.74933    6.49396E+07
848.79382    6.37146E+07
848.83838    6.53038E+07
848.88287    6.80842E+07
848.92737    7.06735E+07
848.97186    7.17910E+07
849.01636    7.27396E+07
849.06085    7.23446E+07
849.10541    7.02821E+07
849.14990    6.94061E+07
849.19440    6.98228E+07
849.23889    7.05079E+07
849.28339    6.93064E+07
849.32788    6.70003E+07
849.37244    6.59750E+07
849.41693    6.64030E+07
849.46143    6.70419E+07
849.50592    6.80771E+07
849.55042    6.65123E+07
849.59497    6.64925E+07
849.63947    6.50088E+07
849.68396    6.43582E+07
849.72845    6.50636E+07
849.77295    6.67549E+07
849.81750    6.93233E+07
849.86200    7.10487E+07
849.90649    7.25483E+07
849.95099    7.16648E+07
849.99548    7.10081E+07
850.04004    6.90272E+07
850.08453    6.78675E+07
850.12903    6.88707E+07
850.17352    6.96272E+07
850.21808    7.02488E+07
850.26257    6.95730E+07
850.30707    6.73366E+07
850.35156    6.71141E+07
850.39606    6.71305E+07
850.44061    6.79678E+07
850.48511    6.85989E+07
850.52960    7.28144E+07
850.57410    7.47277E+07
850.61865    7.39268E+07
850.66315    7.02691E+07
850.70764    6.85043E+07
850.75214    6.78449E+07
850.79663    6.83852E+07
850.84119    6.85926E+07
850.88568    6.89456E+07
850.93018    6.79445E+07
850.97467    6.76249E+07
851.01923    6.67713E+07
851.06372    6.74636E+07
851.10822    6.88505E+07
851.15277    7.08255E+07
851.19727    7.25409E+07
851.24176    7.28124E+07
851.28625    7.04346E+07
851.33081    6.91277E+07
851.37531    6.98344E+07
851.41980    7.13174E+07
851.46429    7.08550E+07
851.50885    7.18942E+07
851.55334    7.23446E+07
851.59784    7.22795E+07
851.64240    7.05221E+07
851.68689    7.05795E+07
851.73138    6.97395E+07
851.77594    7.02904E+07
851.82043    7.08061E+07
851.86493    7.08208E+07
851.90942    7.00581E+07
851.95398    6.84746E+07
851.99847    6.86108E+07
852.04297    6.95827E+07
852.08746    6.94832E+07
852.13202    6.89673E+07
852.17651    6.78880E+07
852.22101    6.83416E+07
852.26556    6.92966E+07
852.31006    6.92797E+07
852.35455    6.99330E+07
852.39911    7.17458E+07
852.44360    7.17587E+07
852.48810    7.14138E+07
852.53265    7.12732E+07
852.57715    7.06937E+07
852.62164    7.18782E+07
852.66620    7.12665E+07
852.71069    7.19916E+07
852.75519    7.22481E+07
852.79974    7.39868E+07
852.84424    7.36248E+07
852.88873    7.45275E+07
852.93329    7.45604E+07
852.97778    7.30912E+07
853.02228    7.34767E+07
853.06683    7.34433E+07
853.11133    7.16417E+07
853.15582    7.05627E+07
853.20038    7.19445E+07
853.24487    7.20118E+07
853.28937    7.19641E+07
853.33392    7.10942E+07
853.37842    7.11993E+07
853.42291    7.02281E+07
853.46747    6.96622E+07
853.50116    7.78800E+07
853.54559    7.81476E+07
853.59003    7.77375E+07
853.63446    7.72715E+07
853.67896    7.58396E+07
853.72339    7.55399E+07
853.76782    7.66777E+07
853.81226    7.58826E+07
853.85675    7.55696E+07
853.90118    7.75037E+07
853.94562    7.90561E+07
853.99005    8.03568E+07
854.03455    8.04340E+07
854.07898    7.84826E+07
854.12341    7.58971E+07
854.16785    7.48730E+07
854.21234    7.57908E+07
854.25677    7.64154E+07
854.30121    7.68510E+07
854.34564    7.75514E+07
854.39014    7.65107E+07
854.43457    7.78827E+07
854.47900    7.97033E+07
854.52344    8.06063E+07
854.56793    8.35044E+07
854.61237    8.62851E+07
854.65680    8.95206E+07
854.70123    9.20760E+07
854.74573    8.99927E+07
854.79016    8.77950E+07
854.83459    8.53966E+07
854.87909    8.22689E+07
854.92352    7.88124E+07
854.96796    7.57440E+07
855.01239    7.33605E+07
855.05688    7.35387E+07
855.10132    7.48755E+07
855.14575    7.77186E+07
855.19025    8.07622E+07
855.23468    8.03744E+07
855.27911    7.85169E+07
855.32361    7.77293E+07
855.36804    8.01036E+07
855.41248    7.89598E+07
855.45691    7.78763E+07
855.50140    7.88407E+07
855.54584    7.79338E+07
855.59027    7.76100E+07
855.63477    7.97249E+07
855.67920    7.97333E+07
855.72363    8.23916E+07
855.76813    8.36425E+07
855.81256    8.31529E+07
855.85699    8.28484E+07
855.90149    8.22515E+07
855.94592    8.06574E+07
855.99036    7.91504E+07
856.03479    8.02503E+07
856.07928    8.04427E+07
856.12372    7.87106E+07
856.16821    8.05586E+07
856.21265    8.17905E+07
856.25708    8.06340E+07
856.30157    7.89753E+07
856.34601    7.67370E+07
856.39044    7.54772E+07
856.43494    7.45914E+07
856.47937    7.45186E+07
856.52380    7.53008E+07
856.56830    7.63834E+07
856.61273    7.91239E+07
856.65717    7.98068E+07
856.70166    8.22621E+07
856.74609    8.27436E+07
856.79059    8.16851E+07
856.83502    8.10676E+07
856.87946    8.16713E+07
856.92395    8.14221E+07
856.96838    8.22724E+07
857.01282    8.19748E+07
857.05731    8.11503E+07
857.10175    8.02927E+07
857.14624    7.97017E+07
857.19067    7.98817E+07
857.23511    7.91889E+07
857.27960    7.96356E+07
857.32404    8.04360E+07
857.36847    8.00163E+07
857.41296    8.01954E+07
857.45740    8.14449E+07
857.50189    8.07121E+07
857.54633    7.96498E+07
857.59076    7.97328E+07
857.63525    8.06482E+07
857.67969    8.30872E+07
857.72418    8.42697E+07
857.76862    8.29559E+07
857.81305    8.30036E+07
857.85754    8.41458E+07
857.90198    8.79551E+07
857.94647    9.57782E+07
857.99091    1.03383E+08
858.03540    1.05005E+08
858.07983    9.92766E+07
858.12427    9.01318E+07
858.16876    8.43611E+07
858.21320    8.12706E+07
858.25769    8.11736E+07
858.30212    8.31107E+07
858.34656    8.49721E+07
858.39105    9.17886E+07
858.43549    1.06796E+08
858.47998    1.21899E+08
858.52441    1.27422E+08
858.56891    1.18154E+08
858.61334    1.00948E+08
858.65784    9.01397E+07
858.70227    8.43041E+07
858.74670    8.18754E+07
858.79120    7.97026E+07
858.83563    7.91264E+07
858.88013    8.04678E+07
858.92456    8.24966E+07
858.96906    8.42043E+07
859.01349    8.34177E+07
859.05798    8.50857E+07
859.10242    8.56647E+07
859.14691    8.47864E+07
859.19135    8.23529E+07
859.23584    7.91227E+07
859.28027    7.99200E+07
859.32471    8.24421E+07
859.36920    8.41792E+07
859.41364    8.52488E+07
859.45813    8.65097E+07
859.50256    9.12261E+07
859.54706    9.58866E+07
859.59149    1.01059E+08
859.63599    1.03777E+08
859.68042    1.04906E+08
859.72491    1.01273E+08
859.76935    9.43728E+07
859.81384    8.79286E+07
859.85828    8.42166E+07
859.90277    8.35449E+07
859.94720    8.31800E+07
859.99170    7.94470E+07
860.03613    7.87885E+07
860.08063    8.27728E+07
860.12506    8.53031E+07
860.16956    8.61620E+07
860.21399    8.60861E+07
860.25848    8.38611E+07
860.30292    8.20264E+07
860.34741    8.19251E+07
860.39185    8.44432E+07
860.43634    8.55179E+07
860.48083    8.54691E+07
860.52527    8.81871E+07
860.56976    9.02794E+07
860.61420    9.14070E+07
860.65869    8.98512E+07
860.70312    8.72147E+07
860.74762    8.59760E+07
860.79205    8.34629E+07
860.83655    8.22138E+07
860.88098    8.50227E+07
860.92548    8.71646E+07
860.96991    8.75802E+07
861.01440    8.65349E+07
861.05890    8.44305E+07
861.10333    8.34006E+07
861.14783    8.22836E+07
861.19226    8.25025E+07
861.23676    8.41652E+07
861.28119    8.41935E+07
861.32568    8.59653E+07
861.37018    8.75391E+07
861.41461    8.91703E+07
861.45911    8.83426E+07
861.50354    8.79477E+07
861.54803    8.76688E+07
861.59247    8.82191E+07
861.63696    9.03572E+07
861.68146    9.41694E+07
861.72589    9.80770E+07
861.77039    1.00641E+08
861.81482    9.77255E+07
861.85931    9.23599E+07
861.90375    8.76973E+07
861.94824    8.51685E+07
861.99274    8.48161E+07
862.03717    8.69627E+07
862.08167    8.98047E+07
862.12610    9.23643E+07
862.17059    9.40518E+07
862.21509    9.37667E+07
862.25952    9.09124E+07
862.30402    8.89418E+07
862.34845    8.71864E+07
862.39294    8.67543E+07
862.43744    8.59780E+07
862.48187    8.53120E+07
862.52637    8.50878E+07
862.57080    8.44474E+07
862.61530    8.64341E+07
862.65979    8.76704E+07
862.70422    8.90211E+07
862.74872    8.68761E+07
862.79321    8.63091E+07
862.83765    8.43787E+07
862.88214    8.40836E+07
862.92657    8.38829E+07
862.97107    8.52795E+07
863.01556    8.90374E+07
863.06000    9.07649E+07
863.10449    9.33464E+07
863.14899    9.31655E+07
863.19342    9.29218E+07
863.23792    9.06750E+07
863.28241    8.91191E+07
863.32684    8.80448E+07
863.37134    9.03331E+07
863.41583    9.01140E+07
863.46027    8.82076E+07
863.50476    8.67828E+07
863.54926    8.47266E+07
863.59369    8.51973E+07
863.63818    8.59357E+07
863.68268    8.70131E+07
863.72711    8.98489E+07
863.77161    9.11091E+07
863.81610    9.09534E+07
863.86053    9.13150E+07
863.90503    9.11749E+07
863.94952    9.13361E+07
863.99396    9.24861E+07
864.03845    9.02758E+07
864.08295    8.90136E+07
864.12738    8.73635E+07
864.17188    8.50672E+07
864.21637    8.46300E+07
864.26080    8.52066E+07
864.30530    8.82143E+07
864.34979    9.04614E+07
864.39429    9.22632E+07
864.43872    9.17766E+07
864.48322    8.90835E+07
864.52771    8.67157E+07
864.57214    8.76417E+07
864.61664    9.04276E+07
864.66113    9.17449E+07
864.70563    9.04710E+07
864.75006    9.17802E+07
864.79456    9.37329E+07
864.83905    9.12115E+07
864.88348    8.96895E+07
864.92798    8.88524E+07
864.97247    8.88657E+07
865.01697    8.96022E+07
865.06140    8.80679E+07
865.10590    8.75732E+07
865.15039    8.67472E+07
865.19482    8.56342E+07
865.23932    8.64715E+07
865.28381    8.63142E+07
865.32831    8.40674E+07
865.37274    8.28478E+07
865.41724    8.40657E+07
865.46173    8.54779E+07
865.50623    8.66093E+07
865.55066    8.78642E+07
865.59515    9.11629E+07
865.63965    9.23166E+07
865.68414    9.09270E+07
865.72858    9.00464E+07
865.77307    9.03935E+07
865.81757    9.15655E+07
865.86206    9.24542E+07
865.90649    9.22436E+07
865.95099    9.19813E+07
865.99548    9.27774E+07
866.03998    9.41026E+07
866.08441    9.36464E+07
866.12891    9.30589E+07
866.17340    9.15633E+07
866.21790    9.09784E+07
866.26239    9.17127E+07
866.30682    8.94157E+07
866.35132    8.73818E+07
866.39581    8.90432E+07
866.44031    8.98563E+07
866.48480    9.06803E+07
866.52924    9.03858E+07
866.57373    8.92423E+07
866.61823    8.85559E+07
866.66272    8.74757E+07
866.70721    8.64976E+07
866.75165    8.75838E+07
866.79614    9.03927E+07
866.84064    9.30883E+07
866.88513    9.40890E+07
866.92963    9.38129E+07
866.97406    9.39007E+07
867.04022    8.85835E+07
867.08459    8.60899E+07
867.12903    8.42914E+07
867.17346    8.52607E+07
867.21783    8.59912E+07
867.26227    8.51702E+07
867.30670    8.73628E+07
867.35107    8.65670E+07
867.39551    8.71257E+07
867.43994    8.92327E+07
867.48438    8.91079E+07
867.52875    8.83394E+07
867.57318    9.07240E+07
867.61761    9.22155E+07
867.66199    9.26338E+07
867.70642    9.29453E+07
867.75085    9.17294E+07
867.79523    9.15233E+07
867.83966    9.13081E+07
867.88409    8.93199E+07
867.92853    8.80181E+07
867.97290    8.81042E+07
868.01733    9.00197E+07
868.06177    9.47041E+07
868.10614    9.83239E+07
868.15057    9.91293E+07
868.19501    9.56476E+07
868.23944    9.24509E+07
868.28381    9.06944E+07
868.32825    9.10851E+07
868.37268    9.05711E+07
868.41711    9.07975E+07
868.46149    9.00163E+07
868.50592    8.95836E+07
868.55035    8.86574E+07
868.59479    9.08819E+07
868.63916    9.08625E+07
868.68359    9.33260E+07
868.72803    9.58981E+07
868.77240    9.63160E+07
868.81683    9.55984E+07
868.86127    9.33670E+07
868.90570    9.08245E+07
868.95007    9.13658E+07
868.99451    9.14405E+07
869.03894    9.07080E+07
869.08337    9.04368E+07
869.12781    9.09347E+07
869.17218    9.19152E+07
869.21661    9.33916E+07
869.26105    8.99143E+07
869.30548    8.76217E+07
869.34985    8.58299E+07
869.39429    8.59434E+07
869.43872    8.57295E+07
869.48315    8.57938E+07
869.52759    8.74448E+07
869.57196    8.90798E+07
869.61639    9.09976E+07
869.66083    9.31884E+07
869.70526    9.37097E+07
869.74963    9.30434E+07
869.79407    9.23979E+07
869.83850    9.28571E+07
869.88293    9.33976E+07
869.92737    9.36933E+07
869.97174    9.38539E+07
870.01617    9.20523E+07
870.06061    9.03520E+07
870.10504    9.05849E+07
870.14948    9.07767E+07
870.19391    8.96033E+07
870.23828    8.91126E+07
870.28271    8.86283E+07
870.32715    9.04575E+07
870.37158    9.09952E+07
870.41602    9.16119E+07
870.46045    9.08294E+07
870.50482    8.95884E+07
870.54926    9.03752E+07
870.59369    9.18512E+07
870.63812    9.48449E+07
870.68256    9.62795E+07
870.72699    9.36093E+07
870.77136    9.28709E+07
870.81580    9.28891E+07
870.86023    9.26270E+07
870.90466    9.30012E+07
870.94910    9.19918E+07
870.99353    9.08603E+07
871.03790    9.13456E+07
871.08234    8.99086E+07
871.12677    8.96495E+07
871.17120    9.01178E+07
871.21564    8.90061E+07
871.26007    8.86432E+07
871.30444    8.79662E+07
871.34888    8.64844E+07
871.39331    8.75962E+07
871.43774    9.02651E+07
871.48218    9.09942E+07
871.52661    9.11267E+07
871.57104    9.23288E+07
871.61548    9.22657E+07
871.65985    9.26711E+07
871.70428    9.20168E+07
871.74872    9.32938E+07
871.79315    9.23991E+07
871.83759    9.10988E+07
871.88202    9.33118E+07
871.92645    9.60898E+07
871.97089    9.67000E+07
872.01532    9.68365E+07
872.05969    9.71454E+07
872.10413    9.71112E+07
872.14856    9.48464E+07
872.19299    9.22465E+07
872.23743    9.14754E+07
872.28186    9.34508E+07
872.32629    9.52415E+07
872.37073    9.34791E+07
872.41516    9.41278E+07
872.45959    9.58398E+07
872.50403    9.53260E+07
872.54840    9.38967E+07
872.59283    9.16110E+07
872.63727    9.23098E+07
872.68170    9.24959E+07
872.72614    9.31591E+07
872.77057    9.30384E+07
872.81500    9.19669E+07
872.85944    9.26563E+07
872.90387    9.23382E+07
872.94830    9.07610E+07
872.99274    9.03856E+07
873.03717    9.25996E+07
873.08160    9.61518E+07
873.12604    9.71145E+07
873.17041    9.38485E+07
873.21484    9.03059E+07
873.25928    9.03506E+07
873.30371    8.95806E+07
873.34814    9.10533E+07
873.39258    9.32099E+07
873.43701    9.50838E+07
873.48145    9.80450E+07
873.52588    1.00104E+08
873.57031    1.02124E+08
873.61475    1.00954E+08
873.65918    9.74691E+07
873.70361    9.61703E+07
873.74805    9.35414E+07
873.79248    9.24208E+07
873.83691    9.49100E+07
873.88135    9.66023E+07
873.92578    9.75154E+07
873.97021    9.70612E+07
874.01465    9.38026E+07
874.05908    9.39617E+07
874.10352    9.29597E+07
874.14795    9.31892E+07
874.19238    9.41986E+07
874.23682    9.49604E+07
874.28125    9.63610E+07
874.32568    9.84472E+07
874.37012    1.00351E+08
874.41455    1.00075E+08
874.45898    9.78230E+07
874.50342    9.76598E+07
874.54785    9.57667E+07
874.59229    9.37275E+07
874.63672    9.32535E+07
874.68115    9.51194E+07
874.72559    9.61359E+07
874.77002    9.59394E+07
874.81445    9.51309E+07
874.85889    9.30735E+07
874.90332    9.25990E+07
874.94775    9.34104E+07
874.99219    9.59726E+07
875.03662    9.94480E+07
875.08105    1.02348E+08
875.12549    1.04105E+08
875.16992    1.04529E+08
875.21436    1.02821E+08
875.25879    1.00690E+08
875.30322    9.80253E+07
875.34766    9.81236E+07
875.39209    9.94818E+07
875.43652    9.84216E+07
875.48102    9.63858E+07
875.52539    9.48441E+07
875.56989    9.63596E+07
875.61432    9.65791E+07
875.65875    9.65389E+07
875.70319    9.71280E+07
875.74762    9.51294E+07
875.79205    9.36824E+07
875.83649    9.27498E+07
875.88092    9.42895E+07
875.92535    9.73756E+07
875.96979    9.99265E+07
876.01422    1.02195E+08
876.05865    1.05318E+08
876.10309    1.04674E+08
876.14752    1.02816E+08
876.19202    1.00233E+08
876.23645    9.88060E+07
876.28088    9.90490E+07
876.32532    1.01508E+08
876.36975    1.01337E+08
876.41418    9.94538E+07
876.45862    9.58874E+07
876.50305    9.73596E+07
876.54749    9.61894E+07
876.59192    9.74827E+07
876.63635    9.84830E+07
876.68085    1.01140E+08
876.72528    1.02015E+08
876.76971    1.01115E+08
876.81415    9.90995E+07
876.85858    9.78136E+07
876.90302    9.74536E+07
876.94745    9.81845E+07
876.99188    9.80280E+07
877.03638    9.78929E+07
877.08081    9.67821E+07
877.12524    9.50156E+07
877.16968    9.42866E+07
877.21411    9.53452E+07
877.25854    9.77721E+07
877.30298    9.88986E+07
877.34741    1.01507E+08
877.39191    1.02333E+08
877.43634    9.87225E+07
877.48077    9.70131E+07
877.52521    9.86040E+07
877.56964    1.01624E+08
877.61407    1.03105E+08
877.65851    1.02174E+08
877.70300    1.03091E+08
877.74744    1.03495E+08
877.79187    1.03938E+08
877.83630    1.01169E+08
877.88074    1.00319E+08
877.92517    1.01557E+08
877.96960    1.02870E+08
878.01410    1.01527E+08
878.05853    9.83476E+07
878.10297    9.69464E+07
878.14740    9.82722E+07
878.19183    9.82447E+07
878.23633    9.85281E+07
878.28076    9.57831E+07
878.32520    9.38923E+07
878.36963    9.44794E+07
878.41406    9.60234E+07
878.45850    9.68270E+07
878.50293    9.93676E+07
878.54742    1.02644E+08
878.59186    1.02394E+08
878.63629    1.02196E+08
878.68073    1.01452E+08
878.72522    1.03165E+08
878.76965    1.04114E+08
878.81409    1.02707E+08
878.85852    1.02631E+08
878.90295    1.02560E+08
878.94745    1.04404E+08
878.99188    1.06062E+08
879.03632    1.06547E+08
879.08075    1.04941E+08
879.12518    1.01081E+08
879.16968    1.02090E+08
879.21411    1.01653E+08
879.25854    1.00332E+08
879.30298    9.91645E+07
879.34741    1.00111E+08
879.39191    1.01589E+08
879.43634    1.01102E+08
879.48077    1.04148E+08
879.52521    1.03325E+08
879.56970    1.00423E+08
879.61414    1.00232E+08
879.65857    9.97987E+07
879.70300    1.00926E+08
879.74750    1.02064E+08
879.79193    1.03581E+08
879.83636    1.05115E+08
879.88080    1.06475E+08
879.92529    1.05011E+08
879.96973    1.04415E+08
880.04108    9.86410E+07
