7934
; High-resolution solar spectrum between 800-1150 A. 
; Based on measurements with SOHO/SUMER (Curdt et al., 1997)
; wave (A)   flux (photons in arbitrary units)
977.66553    1.75463E+07
977.70966    1.60968E+07
977.75378    1.53517E+07
977.79791    1.56125E+07
977.84210    1.80287E+07
977.88623    2.28009E+07
977.93036    2.96511E+07
977.97449    3.26639E+07
978.01862    2.73999E+07
978.06274    1.96853E+07
978.10687    1.44253E+07
978.15106    1.22580E+07
978.19519    1.14142E+07
978.23932    1.11178E+07
978.28345    1.04390E+07
978.32758    1.02074E+07
978.37170    9.81165E+06
978.41589    9.75065E+06
978.46002    1.01788E+07
978.50415    1.24431E+07
978.54828    1.76938E+07
978.59241    2.27552E+07
978.63660    2.41914E+07
978.68073    1.97483E+07
978.72485    1.45621E+07
978.76898    1.18894E+07
978.81311    1.11531E+07
978.85730    1.15775E+07
978.90143    1.19744E+07
978.94556    1.33533E+07
978.98969    1.57478E+07
979.03381    1.92018E+07
979.07794    2.30108E+07
979.12213    2.72913E+07
979.16626    3.14491E+07
979.21039    3.39047E+07
979.25452    3.38391E+07
979.29871    3.02549E+07
979.34283    2.46530E+07
979.38696    1.87829E+07
979.43109    1.40282E+07
979.47522    1.09673E+07
979.51941    9.61360E+06
979.56354    8.84424E+06
979.60767    8.60206E+06
979.65179    8.80551E+06
979.69598    8.72489E+06
979.74011    9.38218E+06
979.78424    1.03934E+07
979.82837    1.13793E+07
979.87256    1.28595E+07
979.91669    1.34810E+07
979.96082    1.30666E+07
980.00494    1.17048E+07
980.04907    9.81884E+06
980.09326    8.54107E+06
980.13739    7.69762E+06
980.18152    7.12053E+06
980.22571    6.68254E+06
980.26984    6.42855E+06
980.31396    6.79028E+06
980.35809    6.87197E+06
980.40228    6.91695E+06
980.44641    7.34773E+06
980.49054    7.11395E+06
980.53473    6.86830E+06
980.57886    6.64307E+06
980.62299    6.72317E+06
980.66711    6.70457E+06
980.71130    6.86660E+06
980.75543    6.98746E+06
980.79956    6.92298E+06
980.84375    6.77668E+06
980.88788    6.89035E+06
980.93201    6.71330E+06
980.97614    6.62440E+06
981.00031    6.87578E+06
981.04443    7.09804E+06
981.08862    7.24639E+06
981.13275    7.18798E+06
981.17688    7.56974E+06
981.22107    9.09956E+06
981.26520    1.23226E+07
981.30933    1.62178E+07
981.35345    2.04986E+07
981.39764    2.23136E+07
981.44177    2.02223E+07
981.48590    1.58398E+07
981.53009    1.16125E+07
981.57422    9.03652E+06
981.61835    7.68333E+06
981.66254    7.37598E+06
981.70667    6.91386E+06
981.75079    6.57840E+06
981.79498    6.81711E+06
981.83911    6.57523E+06
981.88324    6.54697E+06
981.92743    6.61758E+06
981.97156    6.51578E+06
982.01575    6.73821E+06
982.05988    7.21572E+06
982.10400    7.11102E+06
982.14819    7.08175E+06
982.19232    7.07557E+06
982.23645    6.77983E+06
982.28064    6.34460E+06
982.32477    6.30174E+06
982.36890    6.20330E+06
982.41309    6.41395E+06
982.45721    6.16049E+06
982.55273    6.27259E+06
982.59680    6.27642E+06
982.64087    6.41934E+06
982.68494    6.54351E+06
982.72900    6.46306E+06
982.77307    6.51466E+06
982.81714    6.65994E+06
982.86121    6.48055E+06
982.90527    6.61927E+06
982.94934    6.25261E+06
982.99341    6.37802E+06
983.03748    6.30288E+06
983.08154    6.16572E+06
983.12567    6.54087E+06
983.16974    6.37879E+06
983.21381    6.39504E+06
983.25787    6.37338E+06
983.30194    6.42226E+06
983.34601    6.39691E+06
983.39008    6.65798E+06
983.43414    6.87946E+06
983.47821    7.06253E+06
983.52228    7.51049E+06
983.56641    7.92830E+06
983.61047    8.24999E+06
983.65454    8.98273E+06
983.69861    1.05566E+07
983.74268    1.40954E+07
983.78674    1.91497E+07
983.83081    2.28331E+07
983.87488    2.37835E+07
983.91895    2.03182E+07
983.96307    1.54520E+07
984.00714    1.14889E+07
984.05121    8.77011E+06
984.09528    7.37448E+06
984.13934    6.94086E+06
984.18341    6.55935E+06
984.22748    6.56776E+06
984.27155    6.94773E+06
984.31567    6.77875E+06
984.35974    6.64591E+06
984.40381    6.81211E+06
984.44788    6.47218E+06
984.49194    6.44342E+06
984.53601    6.41665E+06
984.58014    6.55082E+06
984.62421    6.27736E+06
984.66827    6.15687E+06
984.71234    6.33460E+06
984.75641    6.11581E+06
984.80048    6.53270E+06
984.84454    6.70420E+06
984.88867    7.22434E+06
984.93274    7.53362E+06
984.97681    7.58249E+06
985.02087    7.43702E+06
985.06494    6.85341E+06
985.10907    6.68511E+06
985.15314    6.42884E+06
985.19720    6.35163E+06
985.24127    6.56358E+06
985.28534    6.69952E+06
985.32947    6.89641E+06
985.37354    7.33660E+06
985.41760    7.38570E+06
985.46167    6.91122E+06
985.50574    6.64536E+06
985.54987    6.71915E+06
985.59393    6.86463E+06
985.63800    7.29398E+06
985.68207    8.62435E+06
985.72614    1.10175E+07
985.77026    1.48541E+07
985.81433    1.78863E+07
985.85840    1.84226E+07
985.90247    1.52372E+07
985.94653    1.15009E+07
985.99066    9.06305E+06
986.03473    7.84714E+06
986.07880    7.48266E+06
986.12286    7.23041E+06
986.16699    6.98503E+06
986.21106    6.85531E+06
986.25513    6.60563E+06
986.29919    7.02793E+06
986.34332    6.84178E+06
986.38739    6.87038E+06
986.43146    7.21521E+06
986.47552    7.89161E+06
986.51965    8.39625E+06
986.56372    9.20474E+06
986.60779    9.28210E+06
986.65186    8.92680E+06
986.69598    8.44128E+06
986.74005    7.66278E+06
986.78412    7.38158E+06
986.82819    7.22880E+06
986.87231    6.99881E+06
986.91638    6.91260E+06
986.96045    6.74594E+06
987.00458    6.66634E+06
987.04865    6.80739E+06
987.09271    6.93306E+06
987.13678    6.97114E+06
987.18091    6.50693E+06
987.22498    6.41615E+06
987.26904    6.57348E+06
987.31317    6.58299E+06
987.35724    6.48540E+06
987.40131    6.37117E+06
987.44537    6.04218E+06
987.48950    6.23312E+06
987.53357    6.43909E+06
987.57764    6.67569E+06
987.62177    6.71488E+06
987.66583    6.79661E+06
987.70990    6.76810E+06
987.75403    6.54557E+06
987.79810    6.69602E+06
987.84216    6.98537E+06
987.88629    7.00191E+06
987.93036    7.10739E+06
987.97443    6.98249E+06
988.01855    7.44997E+06
988.06262    7.77483E+06
988.10669    8.03813E+06
988.15082    8.18564E+06
988.19489    8.13979E+06
988.23895    7.94243E+06
988.28308    8.09706E+06
988.32715    8.69170E+06
988.37122    9.93600E+06
988.41534    1.42016E+07
988.45941    2.61877E+07
988.50354    5.01369E+07
988.54761    8.65761E+07
988.59167    1.29010E+08
988.63580    1.65164E+08
988.67987    1.90636E+08
988.72394    2.09501E+08
988.76807    2.07053E+08
988.81213    1.60386E+08
988.85620    9.17874E+07
988.90033    4.41621E+07
988.94440    2.26120E+07
988.98853    1.44106E+07
989.03259    1.11607E+07
989.07666    9.21727E+06
989.12079    8.68435E+06
989.16486    8.91752E+06
989.20892    9.85206E+06
989.25305    1.06204E+07
989.29712    1.04986E+07
989.34125    1.04204E+07
989.38531    1.01691E+07
989.42938    1.08375E+07
989.47351    1.24133E+07
989.51758    1.53194E+07
989.56171    2.09205E+07
989.60577    3.31487E+07
989.64990    6.10252E+07
989.69397    1.12377E+08
989.73804    1.83493E+08
989.78217    2.50732E+08
989.82623    2.75012E+08
989.87036    2.38359E+08
989.91443    1.67028E+08
989.95856    1.02973E+08
990.00262    6.95612E+07
990.04669    6.93669E+07
990.09082    9.69324E+07
990.13489    1.28807E+08
990.17902    1.45219E+08
990.22308    1.28036E+08
990.26721    8.59381E+07
990.31128    4.55951E+07
990.35541    2.38399E+07
990.39948    1.52470E+07
990.44354    1.16519E+07
990.48767    1.03150E+07
990.53174    1.05250E+07
990.57587    1.12613E+07
990.61993    1.48550E+07
990.66406    2.51052E+07
990.70813    4.44798E+07
990.75226    6.54731E+07
990.79633    7.44764E+07
990.84045    6.04865E+07
990.88452    3.71640E+07
990.92865    2.18474E+07
990.97272    1.48534E+07
991.01685    1.24157E+07
991.06091    1.17879E+07
991.10504    1.41379E+07
991.14911    1.89775E+07
991.19324    2.54780E+07
991.23730    3.22014E+07
991.28143    3.70447E+07
991.32550    4.49609E+07
991.36963    6.57581E+07
991.41370    1.10914E+08
991.45782    1.94187E+08
991.50189    3.19006E+08
991.54602    4.55825E+08
991.59009    5.19004E+08
991.63422    4.52471E+08
991.67828    3.18315E+08
991.72241    1.90626E+08
991.76648    1.06963E+08
991.81061    6.17490E+07
991.85468    3.82926E+07
991.89880    2.57209E+07
991.94287    1.82320E+07
991.98700    1.40208E+07
992.03107    1.18800E+07
992.07520    1.18051E+07
992.11932    1.22479E+07
992.16339    1.38545E+07
992.20752    1.89118E+07
992.25159    2.87609E+07
992.29572    4.11133E+07
992.33978    5.10495E+07
992.38391    5.18877E+07
992.42798    4.33594E+07
992.47211    3.24499E+07
992.51624    2.46157E+07
992.56030    2.34843E+07
992.60443    2.89932E+07
992.64850    3.72562E+07
992.69263    3.91531E+07
992.73669    3.35864E+07
992.78082    2.36306E+07
992.82489    1.68276E+07
992.86902    1.37288E+07
992.91315    1.20708E+07
992.95721    1.18803E+07
993.00134    1.34098E+07
993.04541    1.57099E+07
993.08954    1.70240E+07
993.13367    1.62805E+07
993.17773    1.35688E+07
993.22186    1.18585E+07
993.26593    1.04355E+07
993.31006    9.72600E+06
993.35419    9.80300E+06
993.39825    1.06840E+07
993.44238    1.16075E+07
993.48645    1.31658E+07
993.53058    1.45668E+07
993.57471    1.43832E+07
993.61877    1.40269E+07
993.66290    1.37348E+07
993.70703    1.38278E+07
993.75110    1.34572E+07
993.79523    1.33693E+07
993.83936    1.38991E+07
993.88342    1.41782E+07
993.92755    1.47438E+07
993.97168    1.62132E+07
994.01575    1.85234E+07
994.05988    2.20411E+07
994.10394    2.56673E+07
994.14807    2.74161E+07
994.19220    2.72265E+07
994.23627    2.50682E+07
994.28040    2.18219E+07
994.32452    1.81515E+07
994.36859    1.44187E+07
994.41272    1.19258E+07
994.45685    1.04405E+07
994.50092    9.81933E+06
994.54504    1.00440E+07
994.58917    1.09464E+07
994.63324    1.25533E+07
994.67737    1.53693E+07
994.72150    1.90414E+07
994.76556    2.22596E+07
994.80969    2.24728E+07
994.85382    2.01683E+07
994.89789    1.68699E+07
994.94202    1.37268E+07
994.98615    1.13844E+07
995.03021    1.10995E+07
995.07434    1.18729E+07
995.11847    1.32035E+07
995.16260    1.44015E+07
995.20667    1.36536E+07
995.25079    1.17540E+07
995.29492    1.00553E+07
995.33899    8.91029E+06
995.38312    8.38788E+06
995.42725    7.82669E+06
995.47137    7.87004E+06
995.51544    8.07298E+06
995.55957    8.22928E+06
995.60370    8.11306E+06
995.64777    7.87002E+06
995.69189    8.16926E+06
995.73602    7.97323E+06
995.78015    8.12584E+06
995.82422    9.05813E+06
995.86835    1.05534E+07
995.91248    1.32855E+07
995.95660    1.82037E+07
996.00067    2.24720E+07
996.04480    2.19553E+07
996.08893    1.71150E+07
996.13306    1.27454E+07
996.17712    1.01267E+07
996.22125    8.96682E+06
996.26538    8.52844E+06
996.30951    8.41885E+06
996.35358    8.35771E+06
996.39771    8.09099E+06
996.45056    9.45108E+06
996.49457    9.45299E+06
996.53864    9.76104E+06
996.58264    9.28494E+06
996.62665    9.49164E+06
996.67072    9.64487E+06
996.71472    9.72538E+06
996.75879    9.64218E+06
996.80280    9.61341E+06
996.84686    1.02338E+07
996.89087    1.02630E+07
996.93494    1.10487E+07
996.97894    1.25336E+07
997.02301    1.55698E+07
997.03699    1.93457E+07
997.08105    2.18571E+07
997.12506    2.07039E+07
997.16913    1.78884E+07
997.21313    1.62487E+07
997.25720    1.62843E+07
997.30121    1.97127E+07
997.34528    2.41939E+07
997.38928    2.72590E+07
997.43335    2.69293E+07
997.47736    2.30021E+07
997.52142    1.88950E+07
997.56543    1.66595E+07
997.60950    1.51688E+07
997.65350    1.35160E+07
997.69757    1.19348E+07
997.74158    1.07378E+07
997.78564    1.03476E+07
997.82965    1.02769E+07
997.87372    1.00893E+07
997.91772    1.03054E+07
997.96179    1.02496E+07
998.00580    1.02887E+07
998.04987    1.01059E+07
998.09387    9.47386E+06
998.13794    9.43603E+06
998.18195    9.46473E+06
998.22601    9.01514E+06
998.27002    9.07232E+06
998.31409    9.20562E+06
998.35809    9.62675E+06
998.40216    9.77964E+06
998.44617    9.18092E+06
998.49023    8.76236E+06
998.53424    8.67873E+06
998.57831    8.53766E+06
998.62238    8.64637E+06
998.66638    8.42334E+06
998.71045    8.70224E+06
998.75446    9.17894E+06
998.79852    9.19600E+06
998.84253    9.67585E+06
998.88660    9.58791E+06
998.93060    9.63819E+06
998.97467    9.87535E+06
999.01874    1.04345E+07
999.06274    1.13315E+07
999.10681    1.31947E+07
999.15082    1.66400E+07
999.19489    2.19927E+07
999.23889    2.84707E+07
999.28296    3.34272E+07
999.32703    3.67262E+07
999.37103    4.30965E+07
999.41510    6.17352E+07
999.45911    9.20019E+07
999.50317    1.06393E+08
999.54718    8.66796E+07
999.59125    4.97092E+07
999.63531    2.56434E+07
999.67932    1.65977E+07
999.72339    1.28495E+07
999.76746    1.12606E+07
999.81146    1.02683E+07
999.85553    1.05665E+07
999.89954    1.01806E+07
999.94360    1.02814E+07
999.98767    1.06658E+07
1000.03168    1.20215E+07
1000.07568    1.57736E+07
1000.11981    2.12156E+07
1000.16382    2.59478E+07
1000.20789    2.54665E+07
1000.25189    2.18685E+07
1000.29602    1.82994E+07
1000.34003    1.48026E+07
1000.38397    1.44175E+07
1000.42810    1.59752E+07
1000.47211    1.87663E+07
1000.51617    1.96334E+07
1000.56018    1.68438E+07
1000.60431    1.37119E+07
1000.64832    1.18224E+07
1000.69238    1.06893E+07
1000.73639    1.05907E+07
1000.78052    1.09259E+07
1000.82452    1.09754E+07
1000.86859    1.13465E+07
1000.91260    1.11901E+07
1000.95660    1.10595E+07
1001.00067    1.08296E+07
1001.04468    1.03832E+07
1001.08881    1.07966E+07
1001.13281    1.05734E+07
1001.17688    1.02152E+07
1001.22089    1.01125E+07
1001.26501    1.02324E+07
1001.30902    1.03400E+07
1001.35309    9.87013E+06
1001.39709    9.76004E+06
1001.44122    9.90314E+06
1001.48523    9.92026E+06
1001.52930    9.63802E+06
1001.57330    9.39683E+06
1001.61737    9.45804E+06
1001.66138    9.65710E+06
1001.70551    9.45456E+06
1001.74951    9.10475E+06
1001.79358    9.24208E+06
1001.83759    9.33219E+06
1001.88171    9.30298E+06
1001.92572    9.23545E+06
1001.96979    9.45170E+06
1002.01379    9.68948E+06
1002.05792    9.74411E+06
1002.10193    9.52773E+06
1002.14600    9.11758E+06
1002.19000    9.18146E+06
1002.23407    9.72154E+06
1002.27808    1.00117E+07
1002.32220    9.68226E+06
1002.36621    9.32790E+06
1002.41028    9.52087E+06
1002.45428    9.46388E+06
1002.49841    9.40892E+06
1002.54242    9.59472E+06
1002.58649    9.79763E+06
1002.63049    9.81314E+06
1002.67462    9.85683E+06
1002.71863    9.92101E+06
1002.76270    1.00509E+07
1002.80682    9.87624E+06
1002.85083    9.84159E+06
1002.89490    9.56041E+06
1002.93890    9.70961E+06
1002.98297    9.32396E+06
1003.02698    9.30760E+06
1003.07111    9.60402E+06
1003.11511    9.94090E+06
1003.15918    9.71202E+06
1003.20319    9.82025E+06
1003.24731    9.94420E+06
1003.29132    9.45169E+06
1003.33539    9.58259E+06
1003.37952    9.71391E+06
1003.42352    9.82942E+06
1003.46759    1.02226E+07
1003.51160    1.02695E+07
1003.55573    1.07065E+07
1003.59967    1.06990E+07
1003.64380    1.06064E+07
1003.68781    1.01840E+07
1003.73187    9.27330E+06
1003.77600    9.33748E+06
1003.82001    9.49154E+06
1003.86407    9.33642E+06
1003.90808    9.72602E+06
1003.95221    9.64173E+06
1003.99622    9.68657E+06
1004.04028    9.39056E+06
1004.08429    9.56477E+06
1004.12842    9.69358E+06
1004.17249    9.91883E+06
1004.21649    1.02992E+07
1004.26062    1.05708E+07
1004.30463    1.06831E+07
1004.34869    1.06136E+07
1004.39282    1.01751E+07
1004.43683    1.02007E+07
1004.48090    9.86984E+06
1004.52490    9.90534E+06
1004.56897    1.01103E+07
1004.61298    9.94605E+06
1004.65710    9.87181E+06
1004.70117    9.78988E+06
1004.74518    9.82061E+06
1004.78931    9.80734E+06
1004.83331    1.03298E+07
1004.87738    1.02466E+07
1004.92151    9.94899E+06
1004.96552    1.02212E+07
1005.00958    1.01294E+07
1005.05359    1.13720E+07
1005.09772    1.25115E+07
1005.14178    1.32126E+07
1005.18579    1.25506E+07
1005.22992    1.21129E+07
1005.27393    1.16155E+07
1005.31799    1.09111E+07
1005.36212    1.09293E+07
1005.40613    1.08124E+07
1005.45020    1.10111E+07
1005.49420    1.09922E+07
1005.53833    1.07875E+07
1005.58240    1.11316E+07
1005.62640    1.22208E+07
1005.67047    1.40532E+07
1005.71460    1.76836E+07
1005.75861    2.07748E+07
1005.80267    2.26583E+07
1005.84668    2.18506E+07
1005.89081    1.84771E+07
1005.93488    1.59989E+07
1005.97888    1.57530E+07
1006.02301    1.78583E+07
1006.06708    2.18989E+07
1006.11108    2.38133E+07
1006.15521    2.23281E+07
1006.19928    1.95917E+07
1006.24329    1.81209E+07
1006.28741    1.72270E+07
1006.33142    1.57621E+07
1006.37549    1.38125E+07
1006.41962    1.23980E+07
1006.46362    1.17249E+07
1006.50769    1.13270E+07
1006.55182    1.10697E+07
1006.59583    1.08391E+07
1006.63989    1.05254E+07
1006.68402    1.08416E+07
1006.72803    1.11989E+07
1006.77209    1.09146E+07
1006.81622    1.19013E+07
1006.86023    1.24312E+07
1006.90430    1.33215E+07
1006.94843    1.36543E+07
1006.99237    1.27514E+07
1007.03650    1.27131E+07
1007.08063    1.32503E+07
1007.12457    1.31754E+07
1007.16870    1.26630E+07
1007.21283    1.15603E+07
1007.25677    1.11456E+07
1007.30090    1.09374E+07
1007.34497    1.06064E+07
1007.38898    1.04020E+07
1007.43311    1.01290E+07
1007.47717    1.04385E+07
1007.52118    1.04648E+07
1007.56531    1.09240E+07
1007.60938    1.09202E+07
1007.65338    1.13972E+07
1007.69751    1.14004E+07
1007.74158    1.12615E+07
1007.78558    1.11233E+07
1007.82971    1.12366E+07
1007.87378    1.14463E+07
1007.91791    1.14000E+07
1007.96191    1.17099E+07
1008.00598    1.18862E+07
1008.05011    1.23140E+07
1008.09412    1.23645E+07
1008.13818    1.23014E+07
1008.18231    1.29585E+07
1008.22632    1.28870E+07
1008.27039    1.31332E+07
1008.31451    1.32224E+07
1008.35858    1.33515E+07
1008.40259    1.38922E+07
1008.44672    1.44756E+07
1008.49078    1.55157E+07
1008.53479    1.60787E+07
1008.57892    1.75819E+07
1008.62299    1.80478E+07
1008.66711    1.97902E+07
1008.71112    2.13985E+07
1008.75519    2.34398E+07
1008.79932    2.69190E+07
1008.84332    3.01812E+07
1008.88739    3.27109E+07
1008.93152    3.46062E+07
1008.97559    3.42662E+07
1009.01959    3.25279E+07
1009.06372    2.86676E+07
1009.10779    2.52508E+07
1009.15179    2.26735E+07
1009.19592    2.01411E+07
1009.23999    1.77710E+07
1009.28412    1.62993E+07
1009.32812    1.49374E+07
1009.37219    1.41202E+07
1009.41632    1.28763E+07
1009.46039    1.23812E+07
1009.43439    1.22425E+07
1009.47852    1.26224E+07
1009.52258    1.32232E+07
1009.56671    1.39916E+07
1009.61072    1.45614E+07
1009.65479    1.58148E+07
1009.69891    2.01665E+07
1009.74298    2.66615E+07
1009.78699    3.44112E+07
1009.83112    3.77112E+07
1009.87518    3.72131E+07
1009.91931    3.79436E+07
1009.96332    4.55951E+07
1010.00739    5.43419E+07
1010.05151    5.69641E+07
1010.09558    4.80812E+07
1010.13959    3.91982E+07
1010.18372    3.78917E+07
1010.22778    4.76848E+07
1010.27191    6.36463E+07
1010.31598    7.44907E+07
1010.35999    6.97324E+07
1010.40411    5.31168E+07
1010.44818    3.48794E+07
1010.49231    2.33329E+07
1010.53632    1.72044E+07
1010.58038    1.43110E+07
1010.62451    1.21671E+07
1010.66858    1.16761E+07
1010.71271    1.15160E+07
1010.75671    1.12341E+07
1010.80078    1.17710E+07
1010.84491    1.12487E+07
1010.88898    1.09855E+07
1010.93311    1.08034E+07
1010.97711    1.06330E+07
1011.02118    1.08275E+07
1011.06531    1.06451E+07
1011.10938    1.09257E+07
1011.15338    1.05732E+07
1011.19751    1.03660E+07
1011.24158    1.04786E+07
1011.28571    1.02981E+07
1011.32977    1.07725E+07
1011.37378    1.17224E+07
1011.41791    1.16431E+07
1011.45709    1.03343E+07
1011.50110    1.07755E+07
1011.54510    1.10643E+07
1011.58911    1.12713E+07
1011.63312    1.15922E+07
1011.67712    1.15790E+07
1011.72113    1.15852E+07
1011.76508    1.13779E+07
1011.80908    1.13539E+07
1011.85309    1.16022E+07
1011.89709    1.16904E+07
1011.94110    1.17333E+07
1011.98511    1.12979E+07
1012.02911    1.11485E+07
1012.07312    1.11728E+07
1012.11713    1.11705E+07
1012.16107    1.11598E+07
1012.20508    1.18521E+07
1012.24908    1.25806E+07
1012.29309    1.38837E+07
1012.33710    1.64399E+07
1012.38110    1.96466E+07
1012.42511    2.21962E+07
1012.46912    2.21069E+07
1012.51312    1.99480E+07
1012.55713    1.74430E+07
1012.60107    1.54175E+07
1012.64508    1.42402E+07
1012.68909    1.26198E+07
1012.73309    1.20368E+07
1012.77710    1.15313E+07
1012.82111    1.14916E+07
1012.86511    1.16596E+07
1012.90912    1.13658E+07
1012.95312    1.11832E+07
1012.99707    1.06984E+07
1013.04120    1.05432E+07
1013.08521    1.09621E+07
1013.12921    1.08772E+07
1013.17322    1.09972E+07
1013.21722    1.10513E+07
1013.26123    1.05293E+07
1013.30518    1.05585E+07
1013.34918    1.06938E+07
1013.39319    1.07778E+07
1013.43719    1.11688E+07
1013.48120    1.09337E+07
1013.52521    1.10555E+07
1013.56921    1.11730E+07
1013.61322    1.09468E+07
1013.65723    1.13769E+07
1013.70117    1.13712E+07
1013.74518    1.15422E+07
1013.78918    1.16728E+07
1013.83319    1.22413E+07
1013.87720    1.22352E+07
1013.92133    1.20353E+07
1013.96527    1.22761E+07
1014.00928    1.24686E+07
1014.05328    1.26523E+07
1014.09729    1.21391E+07
1014.14130    1.16891E+07
1014.18530    1.17884E+07
1014.22931    1.26755E+07
1014.27332    1.42010E+07
1014.31732    1.67383E+07
1014.36133    1.88906E+07
1014.40527    1.95785E+07
1014.44928    1.71654E+07
1014.49329    1.46164E+07
1014.53741    1.32301E+07
1014.58142    1.21355E+07
1014.62543    1.20060E+07
1014.66937    1.20714E+07
1014.71338    1.14081E+07
1014.75739    1.15661E+07
1014.80139    1.15433E+07
1014.84540    1.16377E+07
1014.88940    1.16180E+07
1014.93341    1.17057E+07
1014.97742    1.21621E+07
1015.02148    1.28026E+07
1015.06549    1.28876E+07
1015.10950    1.25124E+07
1015.15350    1.23475E+07
1015.19751    1.23748E+07
1015.24152    1.27287E+07
1015.28552    1.40400E+07
1015.32953    1.65926E+07
1015.37347    2.01591E+07
1015.41760    2.53232E+07
1015.46161    2.92937E+07
1015.50562    3.05047E+07
1015.54962    2.80724E+07
1015.59363    2.40252E+07
1015.63757    2.25162E+07
1015.68158    2.27024E+07
1015.72559    2.33719E+07
1015.76971    2.32608E+07
1015.81372    2.06385E+07
1015.85773    1.71761E+07
1015.90167    1.51287E+07
1015.94568    1.40007E+07
1015.98969    1.30155E+07
1016.03369    1.25713E+07
1016.07770    1.26423E+07
1016.12183    1.27360E+07
1016.16577    1.27300E+07
1016.20978    1.35407E+07
1016.25378    1.40304E+07
1016.29779    1.39227E+07
1016.34180    1.44116E+07
1016.38580    1.41646E+07
1016.42987    1.32888E+07
1016.47388    1.23248E+07
1016.51788    1.19553E+07
1016.56189    1.19484E+07
1016.60590    1.23474E+07
1016.64990    1.22653E+07
1016.69391    1.24769E+07
1016.73798    1.22909E+07
1016.78198    1.22197E+07
1016.82599    1.29271E+07
1016.87000    1.32421E+07
1016.91400    1.34129E+07
1017.01801    1.40606E+07
1017.06207    1.61037E+07
1017.10608    1.90633E+07
1017.15009    2.44181E+07
1017.19409    3.07788E+07
1017.23810    3.55267E+07
1017.28210    3.45966E+07
1017.32617    2.84350E+07
1017.37018    2.20398E+07
1017.41418    1.77200E+07
1017.45819    1.55721E+07
1017.50220    1.44338E+07
1017.54620    1.46397E+07
1017.59027    1.62446E+07
1017.63428    1.84295E+07
1017.67828    2.20383E+07
1017.72229    2.61402E+07
1017.76630    2.77672E+07
1017.81042    2.44590E+07
1017.85437    1.98595E+07
1017.89838    1.69778E+07
1017.94238    1.54739E+07
1017.98639    1.49755E+07
1018.03052    1.45235E+07
1018.07452    1.44094E+07
1018.11853    1.54507E+07
1018.16248    1.71499E+07
1018.20648    2.02578E+07
1018.25061    2.42084E+07
1018.29462    2.62534E+07
1018.33862    2.42120E+07
1018.38263    2.02034E+07
1018.42657    1.62973E+07
1018.47070    1.43174E+07
1018.51471    1.35524E+07
1018.55872    1.34177E+07
1018.60272    1.34139E+07
1018.64673    1.37750E+07
1018.69080    1.37732E+07
1018.73480    1.38461E+07
1018.77881    1.36099E+07
1018.82281    1.34695E+07
1018.86682    1.36784E+07
1018.91089    1.38531E+07
1018.95490    1.39887E+07
1019.01819    1.21216E+07
1019.06219    1.21828E+07
1019.10608    1.22653E+07
1019.15002    1.18545E+07
1019.19397    1.22401E+07
1019.23792    1.21908E+07
1019.28180    1.22021E+07
1019.32581    1.22612E+07
1019.36969    1.31733E+07
1019.41370    1.48802E+07
1019.45758    1.67317E+07
1019.50153    1.67827E+07
1019.54547    1.64245E+07
1019.58942    1.54577E+07
1019.63342    1.50364E+07
1019.67731    1.58672E+07
1019.72119    1.69457E+07
1019.76520    1.73351E+07
1019.80908    1.67989E+07
1019.85309    1.55745E+07
1019.89697    1.44801E+07
1019.94098    1.41167E+07
1019.98492    1.35315E+07
1020.02881    1.28884E+07
1020.07281    1.27650E+07
1020.11670    1.29619E+07
1020.16071    1.32838E+07
1020.20459    1.32263E+07
1020.24847    1.28484E+07
1020.29248    1.29780E+07
1020.33643    1.26543E+07
1020.38037    1.26905E+07
1020.42432    1.29692E+07
1020.46832    1.31922E+07
1020.51221    1.40217E+07
1020.55609    1.51231E+07
1020.60010    1.62927E+07
1020.64398    1.68886E+07
1020.68799    1.61837E+07
1020.73187    1.49766E+07
1020.77588    1.47271E+07
1020.81982    1.54851E+07
1020.86377    1.55806E+07
1020.90771    1.66782E+07
1020.95160    1.86700E+07
1020.99561    2.12267E+07
1021.03949    2.41614E+07
1021.08350    2.74140E+07
1021.12738    2.95636E+07
1021.17139    3.29550E+07
1021.21527    3.94112E+07
1021.25928    4.65536E+07
1021.30322    4.94169E+07
1021.34723    4.47323E+07
1021.39111    3.60641E+07
1021.43500    2.72781E+07
1021.47900    2.25256E+07
1021.52289    2.04057E+07
1021.56689    1.86462E+07
1021.61078    1.74511E+07
1021.65479    1.61951E+07
1021.69873    1.58522E+07
1021.74268    1.54373E+07
1021.78662    1.48027E+07
1021.83063    1.48123E+07
1021.87451    1.47797E+07
1021.91852    1.48679E+07
1021.96240    1.46895E+07
1022.00641    1.45331E+07
1022.05029    1.45693E+07
1022.09430    1.45537E+07
1022.13818    1.47593E+07
1022.18219    1.45700E+07
1022.22607    1.47633E+07
1022.27008    1.54846E+07
1022.31403    1.56568E+07
1022.35797    1.57955E+07
1022.40192    1.60889E+07
1022.44580    1.64182E+07
1022.48981    1.71748E+07
1022.53369    1.70367E+07
1022.57770    1.72866E+07
1022.62158    1.72076E+07
1022.66559    1.72592E+07
1022.70959    1.75629E+07
1022.75348    1.77645E+07
1022.79749    1.79676E+07
1022.84137    1.77935E+07
1022.88538    1.72906E+07
1022.92932    1.68232E+07
1022.97333    1.72361E+07
1023.01721    1.73364E+07
