# 12C16O photoabsorption. 300K. Generated by Alan Heays 2016-04-21.
# wavelength(nm) cross_section(cm2)
89.61380 -2.08458e-17
89.61390 -9.40918e-18
89.61400 -9.63334e-18
89.61410 -2.30894e-18
89.61420 3.37182e-17
89.61430 3.35208e-17
89.61440 1.03874e-17
89.61450 6.44158e-20
89.61460 -1.08611e-17
89.61470 -1.16933e-18
89.61480 2.24941e-17
89.61490 7.73048e-18
89.61500 3.28151e-18
89.61510 6.70681e-18
89.61520 -1.95662e-17
89.61530 2.73883e-17
89.61540 8.64480e-17
89.61550 3.60348e-17
89.61560 -7.91650e-18
89.61570 -1.19691e-17
89.61580 -6.27463e-18
89.61590 8.91673e-18
89.61600 -2.33438e-18
89.61610 9.87831e-18
89.61620 4.67835e-17
89.61630 1.85044e-17
89.61640 -8.96773e-18
89.61650 1.18397e-17
89.61660 -8.09215e-19
89.61670 -2.41339e-17
89.61680 -2.35452e-18
89.61690 1.14181e-17
89.61700 6.40976e-18
89.61710 1.82260e-17
89.61720 7.82773e-18
89.61730 -7.62231e-18
89.61740 6.86189e-18
89.61750 3.56082e-17
89.61760 7.73318e-17
89.61770 3.98814e-17
89.61780 -1.15206e-17
89.61790 2.82621e-17
89.61800 2.14821e-17
89.61810 1.48961e-17
89.61820 3.58225e-17
89.61830 1.01444e-17
89.61840 3.44949e-17
89.61850 1.97538e-18
89.61860 -3.03668e-17
89.61870 3.37593e-17
89.61880 4.32465e-18
89.61890 -6.78155e-18
89.61900 1.90747e-17
89.61910 -7.77198e-18
89.61920 3.68160e-17
89.61930 4.63030e-17
89.61940 1.13572e-17
89.61950 6.29564e-18
89.61960 -3.14824e-17
89.61970 -3.40749e-17
89.61980 -1.50345e-17
89.61990 1.55186e-17
89.62000 6.88609e-17
89.62010 6.28957e-17
89.62020 4.45248e-17
89.62030 1.47107e-17
89.62040 -1.23251e-17
89.62050 1.38322e-17
89.62060 7.41040e-19
89.62070 -5.81871e-18
89.62080 3.18148e-17
89.62090 2.19826e-17
89.62100 2.81862e-17
89.62110 2.60945e-17
89.62120 -1.43592e-17
89.62130 1.04989e-18
89.62140 8.15523e-18
89.62150 5.33839e-18
89.62160 1.37857e-17
89.62170 1.38757e-17
89.62180 4.17612e-17
89.62190 -2.21486e-18
89.62200 -3.80094e-17
89.62210 4.30861e-18
89.62220 -3.70654e-18
89.62230 1.33331e-17
89.62240 3.44453e-17
89.62250 8.52649e-18
89.62260 1.53257e-17
89.62270 2.29271e-17
89.62280 3.57015e-17
89.62290 1.44911e-17
89.62300 -1.50138e-17
89.62310 -1.26208e-17
89.62320 -2.05626e-17
89.62330 1.68684e-17
89.62340 3.36397e-17
89.62350 2.25529e-17
89.62360 3.27469e-17
89.62370 6.11477e-18
89.62380 9.23508e-18
89.62390 1.41988e-17
89.62400 2.73038e-17
89.62410 7.51218e-17
89.62420 2.71540e-17
89.62430 -2.63709e-17
89.62440 1.32531e-17
89.62450 7.04272e-17
89.62460 6.33431e-17
89.62470 1.53956e-17
89.62480 1.12039e-17
89.62490 2.82050e-17
89.62500 3.09793e-17
89.62510 2.68308e-17
89.62520 3.68766e-17
89.62530 4.60290e-17
89.62540 3.48849e-17
89.62550 2.95463e-17
89.62560 9.97605e-18
89.62570 2.19293e-17
89.62580 2.90296e-17
89.62590 -1.28259e-17
89.62600 1.88874e-17
89.62610 3.38473e-17
89.62620 -5.62511e-18
89.62630 2.12109e-17
89.62640 3.70139e-17
89.62650 2.38456e-17
89.62660 3.68913e-17
89.62670 3.70364e-17
89.62680 1.68692e-17
89.62690 2.30595e-17
89.62700 3.69788e-17
89.62710 2.09069e-17
89.62720 2.58835e-17
89.62730 1.69404e-17
89.62740 -1.45984e-17
89.62750 7.09075e-19
89.62760 1.10534e-17
89.62770 7.13564e-18
89.62780 2.58842e-17
89.62790 4.02914e-17
89.62800 1.58040e-17
89.62810 -3.32816e-17
89.62820 -1.36055e-17
89.62830 4.13403e-17
89.62840 4.43673e-17
89.62850 4.58067e-17
89.62860 3.46903e-17
89.62870 2.83464e-17
89.62880 6.47883e-17
89.62890 7.85806e-17
89.62900 8.76230e-17
89.62910 6.40672e-17
89.62920 7.04734e-18
89.62930 1.54175e-17
89.62940 2.76699e-17
89.62950 4.05924e-17
89.62960 5.43307e-17
89.62970 1.18127e-17
89.62980 8.51305e-18
89.62990 -2.13121e-18
89.63000 -5.83780e-18
89.63010 5.03971e-17
89.63020 1.37188e-17
89.63030 -1.63557e-17
89.63040 2.18608e-17
89.63050 2.39566e-17
89.63060 2.98577e-17
89.63070 8.78764e-18
89.63080 -2.55632e-17
89.63090 3.38283e-18
89.63100 2.95169e-17
89.63110 1.09652e-17
89.63120 4.88479e-17
89.63130 1.06113e-16
89.63140 4.96498e-17
89.63150 2.63794e-17
89.63160 6.25861e-17
89.63170 3.15719e-17
89.63180 1.25863e-17
89.63190 1.72409e-17
89.63200 1.70220e-17
89.63210 2.60987e-17
89.63220 2.66909e-17
89.63230 5.20931e-18
89.63240 -2.68142e-17
89.63250 -3.13074e-18
89.63260 2.80561e-17
89.63270 4.72415e-17
89.63280 6.05326e-17
89.63290 -1.32944e-17
89.63300 -2.77334e-17
89.63310 3.16986e-17
89.63320 -7.86732e-19
89.63330 -1.52316e-17
89.63340 5.01809e-17
89.63350 6.16401e-17
89.63360 2.95048e-18
89.63370 -1.01450e-17
89.63380 2.85555e-17
89.63390 3.95320e-17
89.63400 2.13862e-17
89.63410 6.29444e-18
89.63420 4.43306e-18
89.63430 1.47267e-17
89.63440 2.70448e-17
89.63450 1.38416e-17
89.63460 1.84567e-18
89.63470 4.11281e-17
89.63480 6.05781e-17
89.63490 5.34891e-17
89.63500 5.93218e-17
89.63510 5.16128e-17
89.63520 6.91978e-17
89.63530 6.91688e-17
89.63540 2.55519e-17
89.63550 1.76039e-17
89.63560 1.19589e-18
89.63570 -2.04506e-17
89.63580 1.79734e-17
89.63590 3.87593e-17
89.63600 1.04478e-17
89.63610 1.01190e-17
89.63620 2.88317e-17
89.63630 2.55998e-17
89.63640 1.27241e-17
89.63650 1.13533e-17
89.63660 1.79722e-17
89.63670 2.25561e-17
89.63680 2.18889e-17
89.63690 5.29728e-18
89.63700 -1.69877e-19
89.63710 2.53726e-17
89.63720 4.58090e-17
89.63730 4.73509e-17
89.63740 3.41649e-17
89.63750 2.72224e-17
89.63760 2.48292e-17
89.63770 3.16404e-17
89.63780 6.38416e-17
89.63790 3.99948e-17
89.63800 -6.53198e-18
89.63810 5.02327e-18
89.63820 1.53964e-17
89.63830 -1.75562e-18
89.63840 -2.50904e-17
89.63850 -1.01671e-18
89.63860 2.10218e-17
89.63870 -1.41097e-17
89.63880 2.18466e-17
89.63890 4.99765e-17
89.63900 -3.49577e-18
89.63910 7.60370e-18
89.63920 2.33712e-17
89.63930 1.29025e-17
89.63940 5.23716e-17
89.63950 6.87037e-17
89.63960 4.21182e-17
89.63970 2.46152e-17
89.63980 3.15045e-17
89.63990 6.92218e-17
89.64000 7.20076e-17
89.64010 2.93357e-17
89.64020 1.51035e-17
89.64030 4.50402e-18
89.64040 5.93314e-18
89.64050 5.20650e-17
89.64060 5.00557e-17
89.64070 2.55498e-17
89.64080 5.39442e-17
89.64090 4.87589e-17
89.64100 3.66134e-17
89.64110 6.35010e-17
89.64120 2.52674e-17
89.64130 -2.87244e-18
89.64140 4.24067e-17
89.64150 5.02412e-17
89.64160 2.22869e-17
89.64170 -1.17955e-17
89.64180 -1.00395e-17
89.64190 3.21900e-17
89.64200 4.72022e-17
89.64210 7.96086e-17
89.64220 6.71860e-17
89.64230 4.20245e-17
89.64240 1.05802e-16
89.64250 9.45798e-17
89.64260 4.34602e-17
89.64270 4.03549e-17
89.64280 4.22822e-17
89.64290 5.42819e-17
89.64300 2.91993e-17
89.64310 2.52439e-17
89.64320 4.20253e-17
89.64330 4.52867e-17
89.64340 3.83053e-17
89.64350 -2.43972e-17
89.64360 -2.34387e-17
89.64370 1.25760e-17
89.64380 1.53850e-17
89.64390 4.19202e-17
89.64400 1.53550e-17
89.64410 2.29930e-18
89.64420 2.46078e-17
89.64430 1.25372e-17
89.64440 1.25759e-17
89.64450 1.74093e-17
89.64460 3.57579e-17
89.64470 2.93053e-17
89.64480 2.03455e-17
89.64490 4.74949e-17
89.64500 4.28758e-17
89.64510 6.74422e-17
89.64520 6.82160e-17
89.64530 7.25869e-18
89.64540 1.06301e-17
89.64550 2.67684e-17
89.64560 4.35061e-17
89.64570 8.58553e-17
89.64580 6.82808e-17
89.64590 9.98020e-18
89.64600 -1.70008e-17
89.64610 -4.91600e-18
89.64620 1.50843e-17
89.64630 2.52244e-17
89.64640 2.09052e-17
89.64650 2.33012e-17
89.64660 5.69577e-17
89.64670 6.65895e-17
89.64680 5.00050e-17
89.64690 3.06078e-17
89.64700 1.09887e-17
89.64710 7.15274e-17
89.64720 1.16006e-16
89.64730 5.74180e-17
89.64740 5.48980e-17
89.64750 6.84414e-17
89.64760 5.49459e-17
89.64770 7.38511e-17
89.64780 4.80132e-17
89.64790 1.84072e-17
89.64800 1.46777e-17
89.64810 1.32535e-17
89.64820 2.78209e-17
89.64830 1.19861e-17
89.64840 7.94152e-18
89.64850 2.42558e-17
89.64860 4.07930e-17
89.64870 5.56272e-17
89.64880 2.81037e-17
89.64890 3.10474e-17
89.64900 5.07549e-17
89.64910 5.08059e-17
89.64920 4.74702e-17
89.64930 1.75733e-17
89.64940 3.74846e-17
89.64950 5.41950e-17
89.64960 2.28234e-17
89.64970 2.83363e-17
89.64980 1.61725e-17
89.64990 1.61796e-17
89.65000 6.90400e-17
89.65010 5.56600e-17
89.65020 4.80900e-18
89.65030 1.83634e-17
89.65040 2.99825e-17
89.65050 1.59571e-17
89.65060 4.21432e-17
89.65070 3.44184e-17
89.65080 1.38346e-18
89.65090 2.22267e-17
89.65100 4.25275e-17
89.65110 4.93700e-17
89.65120 6.64445e-17
89.65130 6.78944e-17
89.65140 4.86842e-17
89.65150 5.23678e-17
89.65160 6.78535e-17
89.65170 6.36535e-17
89.65180 8.17722e-17
89.65190 7.32817e-17
89.65200 2.65948e-17
89.65210 8.69020e-18
89.65220 1.93283e-17
89.65230 3.44348e-17
89.65240 1.49009e-17
89.65250 8.93356e-18
89.65260 3.12394e-17
89.65270 4.20085e-17
89.65280 4.78826e-17
89.65290 3.91162e-17
89.65300 7.38405e-17
89.65310 9.50471e-17
89.65320 4.57187e-17
89.65330 6.34038e-17
89.65340 1.05860e-16
89.65350 8.59309e-17
89.65360 8.72584e-17
89.65370 7.81708e-17
89.65380 2.88002e-17
89.65390 4.75380e-17
89.65400 6.89846e-17
89.65410 3.59941e-17
89.65420 3.41761e-17
89.65430 1.51517e-17
89.65440 5.36997e-17
89.65450 7.26950e-17
89.65460 -2.29645e-17
89.65470 3.54673e-17
89.65480 9.29877e-17
89.65490 2.52913e-17
89.65500 2.64917e-17
89.65510 3.07647e-17
89.65520 6.21876e-17
89.65530 6.06142e-17
89.65540 3.19684e-17
89.65550 7.92387e-17
89.65560 6.25161e-17
89.65570 2.53035e-17
89.65580 4.41928e-17
89.65590 7.87552e-17
89.65600 5.45649e-17
89.65610 -8.23040e-19
89.65620 3.09649e-17
89.65630 3.49882e-17
89.65640 3.23101e-17
89.65650 4.87245e-17
89.65660 2.99245e-18
89.65670 3.44866e-17
89.65680 8.85890e-17
89.65690 9.55496e-17
89.65700 9.77622e-17
89.65710 5.86380e-17
89.65720 6.31551e-17
89.65730 8.15868e-17
89.65740 5.57782e-17
89.65750 6.63142e-17
89.65760 8.73410e-17
89.65770 6.24786e-17
89.65780 2.78767e-17
89.65790 2.34314e-17
89.65800 3.86711e-17
89.65810 3.04241e-17
89.65820 2.06379e-17
89.65830 6.00991e-17
89.65840 7.42754e-17
89.65850 6.05890e-17
89.65860 9.07044e-17
89.65870 9.18474e-17
89.65880 8.16753e-17
89.65890 8.92242e-17
89.65900 9.14853e-17
89.65910 1.19786e-16
89.65920 1.06104e-16
89.65930 7.54550e-17
89.65940 8.77971e-17
89.65950 7.52390e-17
89.65960 7.08978e-17
89.65970 1.19944e-16
89.65980 1.12631e-16
89.65990 4.03768e-17
89.66000 4.76919e-17
89.66010 8.14464e-17
89.66020 7.28233e-17
89.66030 8.47248e-17
89.66040 8.18809e-17
89.66050 8.83257e-17
89.66060 9.75050e-17
89.66070 4.66971e-17
89.66080 2.04879e-17
89.66090 4.48682e-17
89.66100 6.21038e-17
89.66110 3.58817e-17
89.66120 1.92777e-17
89.66130 5.07458e-17
89.66140 5.19468e-17
89.66150 3.62793e-17
89.66160 7.25068e-17
89.66170 9.75656e-17
89.66180 8.17968e-17
89.66190 8.13581e-17
89.66200 4.07454e-17
89.66210 7.72416e-18
89.66220 6.56575e-17
89.66230 6.22957e-17
89.66240 3.48901e-17
89.66250 5.21195e-17
89.66260 1.84989e-17
89.66270 3.80043e-17
89.66280 9.30815e-17
89.66290 6.87650e-17
89.66300 3.74420e-17
89.66310 3.45184e-17
89.66320 5.49832e-17
89.66330 6.71868e-17
89.66340 5.77400e-17
89.66350 7.54897e-17
89.66360 1.03578e-16
89.66370 8.48423e-17
89.66380 5.91457e-17
89.66390 6.11795e-17
89.66400 6.29396e-17
89.66410 1.01047e-16
89.66420 1.25919e-16
89.66430 8.23459e-17
89.66440 6.36059e-17
89.66450 8.47008e-17
89.66460 7.19777e-17
89.66470 3.56357e-17
89.66480 8.26092e-17
89.66490 1.10003e-16
89.66500 6.43673e-17
89.66510 1.09697e-16
89.66520 9.15573e-17
89.66530 4.97584e-17
89.66540 1.32858e-16
89.66550 1.38328e-16
89.66560 1.19667e-16
89.66570 1.15398e-16
89.66580 8.80161e-17
89.66590 1.20419e-16
89.66600 1.08157e-16
89.66610 8.91849e-17
89.66620 1.12084e-16
89.66630 1.10291e-16
89.66640 1.17587e-16
89.66650 1.09497e-16
89.66660 9.63051e-17
89.66670 8.33009e-17
89.66680 6.92317e-17
89.66690 9.54003e-17
89.66700 1.01195e-16
89.66710 8.81179e-17
89.66720 8.51304e-17
89.66730 7.39185e-17
89.66740 1.06339e-16
89.66750 1.40974e-16
89.66760 1.11270e-16
89.66770 1.02835e-16
89.66780 1.13106e-16
89.66790 9.57074e-17
89.66800 1.00313e-16
89.66810 8.54663e-17
89.66820 6.66627e-17
89.66830 1.11338e-16
89.66840 1.02784e-16
89.66850 6.53620e-17
89.66860 9.71704e-17
89.66870 9.19169e-17
89.66880 7.51469e-17
89.66890 9.87090e-17
89.66900 7.26538e-17
89.66910 6.67226e-17
89.66920 1.17124e-16
89.66930 1.17012e-16
89.66940 8.23544e-17
89.66950 6.15877e-17
89.66960 6.78999e-17
89.66970 1.03975e-16
89.66980 1.15126e-16
89.66990 7.50352e-17
89.67000 5.15312e-17
89.67010 8.40518e-17
89.67020 1.07346e-16
89.67030 1.15012e-16
89.67040 1.44292e-16
89.67050 1.45814e-16
89.67060 1.32804e-16
89.67070 1.55597e-16
89.67080 1.59141e-16
89.67090 1.09516e-16
89.67100 1.02452e-16
89.67110 1.18058e-16
89.67120 9.32577e-17
89.67130 1.16187e-16
89.67140 1.29277e-16
89.67150 1.13531e-16
89.67160 1.24988e-16
89.67170 8.26819e-17
89.67180 9.37928e-17
89.67190 1.61986e-16
89.67200 1.50130e-16
89.67210 1.19059e-16
89.67220 8.55640e-17
89.67230 8.52224e-17
89.67240 1.17184e-16
89.67250 1.36310e-16
89.67260 1.38682e-16
89.67270 8.97252e-17
89.67280 7.65479e-17
89.67290 1.00509e-16
89.67300 1.06838e-16
89.67310 1.09538e-16
89.67320 9.52990e-17
89.67330 1.28716e-16
89.67340 1.59671e-16
89.67350 1.46053e-16
89.67360 1.51036e-16
89.67370 1.26915e-16
89.67380 1.11888e-16
89.67390 1.38287e-16
89.67400 1.52852e-16
89.67410 1.40960e-16
89.67420 1.23681e-16
89.67430 9.99182e-17
89.67440 7.48649e-17
89.67450 1.33413e-16
89.67460 1.49138e-16
89.67470 7.34701e-17
89.67480 1.00531e-16
89.67490 1.27957e-16
89.67500 1.24511e-16
89.67510 1.60170e-16
89.67520 1.26721e-16
89.67530 1.09738e-16
89.67540 1.18291e-16
89.67550 1.01904e-16
89.67560 1.25150e-16
89.67570 1.11973e-16
89.67580 8.08002e-17
89.67590 1.06554e-16
89.67600 1.20946e-16
89.67610 1.11887e-16
89.67620 1.13763e-16
89.67630 1.19598e-16
89.67640 1.13919e-16
89.67650 1.23377e-16
89.67660 1.41531e-16
89.67670 1.20566e-16
89.67680 1.19950e-16
89.67690 1.43491e-16
89.67700 1.39378e-16
89.67710 1.41948e-16
89.67720 1.15215e-16
89.67730 7.29203e-17
89.67740 9.85735e-17
89.67750 1.34556e-16
89.67760 1.09487e-16
89.67770 8.98672e-17
89.67780 1.10556e-16
89.67790 1.03284e-16
89.67800 1.11082e-16
89.67810 1.38208e-16
89.67820 1.06578e-16
89.67830 1.29164e-16
89.67840 1.43722e-16
89.67850 8.32341e-17
89.67860 1.03924e-16
89.67870 1.06083e-16
89.67880 7.79854e-17
89.67890 1.13663e-16
89.67900 1.08999e-16
89.67910 9.49510e-17
89.67920 1.19103e-16
89.67930 1.28792e-16
89.67940 1.05311e-16
89.67950 7.73442e-17
89.67960 6.89960e-17
89.67970 7.58192e-17
89.67980 1.12741e-16
89.67990 9.47829e-17
89.68000 6.93433e-17
89.68010 1.13439e-16
89.68020 1.04679e-16
89.68030 1.25988e-16
89.68040 1.69758e-16
89.68050 1.25466e-16
89.68060 1.26148e-16
89.68070 1.34543e-16
89.68080 9.95026e-17
89.68090 7.91743e-17
89.68100 9.25187e-17
89.68110 1.23871e-16
89.68120 1.15151e-16
89.68130 1.23932e-16
89.68140 1.12508e-16
89.68150 8.25693e-17
89.68160 1.30684e-16
89.68170 1.25536e-16
89.68180 1.02825e-16
89.68190 1.30517e-16
89.68200 1.12045e-16
89.68210 1.33487e-16
89.68220 1.59397e-16
89.68230 1.01182e-16
89.68240 9.86424e-17
89.68250 1.31829e-16
89.68260 9.62189e-17
89.68270 7.65151e-17
89.68280 8.65538e-17
89.68290 9.13412e-17
89.68300 1.18685e-16
89.68310 1.28920e-16
89.68320 1.31612e-16
89.68330 1.06641e-16
89.68340 6.41672e-17
89.68350 1.04230e-16
89.68360 1.16241e-16
89.68370 8.82744e-17
89.68380 9.78328e-17
89.68390 8.94393e-17
89.68400 1.33407e-16
89.68410 1.54133e-16
89.68420 9.84866e-17
89.68430 1.07365e-16
89.68440 1.24336e-16
89.68450 1.04439e-16
89.68460 9.47887e-17
89.68470 9.27009e-17
89.68480 8.67834e-17
89.68490 9.43943e-17
89.68500 1.17203e-16
89.68510 8.62239e-17
89.68520 8.09959e-17
89.68530 1.27598e-16
89.68540 9.82555e-17
89.68550 6.22713e-17
89.68560 8.94724e-17
89.68570 1.11049e-16
89.68580 1.01943e-16
89.68590 9.21557e-17
89.68600 1.00988e-16
89.68610 1.08159e-16
89.68620 1.05603e-16
89.68630 9.51913e-17
89.68640 8.88594e-17
89.68650 1.20224e-16
89.68660 1.50842e-16
89.68670 1.36242e-16
89.68680 1.37416e-16
89.68690 1.29637e-16
89.68700 8.53764e-17
89.68710 8.43686e-17
89.68720 8.31871e-17
89.68730 7.56343e-17
89.68740 8.52999e-17
89.68750 8.26769e-17
89.68760 1.20240e-16
89.68770 1.04774e-16
89.68780 7.25197e-17
89.68790 1.24153e-16
89.68800 1.15484e-16
89.68810 9.15839e-17
89.68820 8.70429e-17
89.68830 8.18244e-17
89.68840 1.09942e-16
89.68850 9.52336e-17
89.68860 6.44333e-17
89.68870 3.34866e-17
89.68880 6.54455e-17
89.68890 1.27850e-16
89.68900 9.06089e-17
89.68910 1.15539e-16
89.68920 1.44676e-16
89.68930 8.36942e-17
89.68940 7.96519e-17
89.68950 8.79372e-17
89.68960 7.07633e-17
89.68970 6.41627e-17
89.68980 7.48045e-17
89.68990 7.70255e-17
89.69000 8.96870e-17
89.69010 8.88608e-17
89.69020 2.85555e-17
89.69030 5.56886e-17
89.69040 1.19475e-16
89.69050 1.32185e-16
89.69060 1.26413e-16
89.69070 8.32285e-17
89.69080 1.04733e-16
89.69090 1.01362e-16
89.69100 1.02134e-16
89.69110 1.39998e-16
89.69120 6.58864e-17
89.69130 8.53465e-17
89.69140 1.06838e-16
89.69150 5.39453e-17
89.69160 9.92890e-17
89.69170 6.29676e-17
89.69180 4.19294e-17
89.69190 9.20336e-17
89.69200 8.32815e-17
89.69210 7.37132e-17
89.69220 3.22370e-17
89.69230 5.76711e-17
89.69240 1.10754e-16
89.69250 7.75865e-17
89.69260 1.06014e-16
89.69270 1.13010e-16
89.69280 6.64870e-17
89.69290 8.74659e-17
89.69300 9.56696e-17
89.69310 8.06869e-17
89.69320 1.10925e-16
89.69330 1.24382e-16
89.69340 1.30502e-16
89.69350 1.43553e-16
89.69360 1.04425e-16
89.69370 1.22511e-16
89.69380 1.28761e-16
89.69390 4.78731e-17
89.69400 8.26793e-17
89.69410 1.15384e-16
89.69420 6.90743e-17
89.69430 8.53038e-17
89.69440 8.83411e-17
89.69450 1.06028e-16
89.69460 1.25840e-16
89.69470 9.13724e-17
89.69480 1.05506e-16
89.69490 1.24660e-16
89.69500 8.02034e-17
89.69510 5.10267e-17
89.69520 8.36611e-17
89.69530 7.36405e-17
89.69540 2.79521e-17
89.69550 7.50277e-17
89.69560 9.40963e-17
89.69570 5.69578e-17
89.69580 9.47136e-17
89.69590 1.34025e-16
89.69600 1.46855e-16
89.69610 1.43108e-16
89.69620 9.75660e-17
89.69630 1.04252e-16
89.69640 1.28226e-16
89.69650 1.04169e-16
89.69660 1.12118e-16
89.69670 8.14302e-17
89.69680 3.85413e-17
89.69690 1.03928e-16
89.69700 1.10784e-16
89.69710 7.47861e-17
89.69720 1.06921e-16
89.69730 9.37955e-17
89.69740 9.95605e-17
89.69750 1.06856e-16
89.69760 5.90005e-17
89.69770 5.63860e-17
89.69780 6.02368e-17
89.69790 5.07542e-17
89.69800 5.14522e-17
89.69810 7.94985e-17
89.69820 1.26201e-16
89.69830 1.09354e-16
89.69840 6.16747e-17
89.69850 4.64416e-17
89.69860 1.01433e-16
89.69870 1.24315e-16
89.69880 6.10233e-17
89.69890 7.10559e-17
89.69900 8.09313e-17
89.69910 7.08585e-17
89.69920 1.11998e-16
89.69930 1.02910e-16
89.69940 9.75028e-17
89.69950 8.48924e-17
89.69960 5.13311e-17
89.69970 7.83870e-17
89.69980 8.20024e-17
89.69990 7.80128e-17
89.70000 1.11477e-16
89.70010 1.15745e-16
89.70020 8.32947e-17
89.70030 4.91421e-17
89.70040 5.17158e-17
89.70050 7.16854e-17
89.70060 8.35647e-17
89.70070 8.33673e-17
89.70080 6.48861e-17
89.70090 6.81736e-17
89.70100 8.57503e-17
89.70110 9.31337e-17
89.70120 1.04448e-16
89.70130 9.27391e-17
89.70140 6.38590e-17
89.70150 7.94785e-17
89.70160 1.22987e-16
89.70170 1.31392e-16
89.70180 1.09664e-16
89.70190 1.13109e-16
89.70200 1.22060e-16
89.70210 8.04051e-17
89.70220 6.67090e-17
89.70230 1.00901e-16
89.70240 1.02260e-16
89.70250 7.95068e-17
89.70260 6.97437e-17
89.70270 9.92470e-17
89.70280 1.03312e-16
89.70290 8.12346e-17
89.70300 1.01100e-16
89.70310 8.24544e-17
89.70320 8.24383e-17
89.70330 1.06934e-16
89.70340 6.71914e-17
89.70350 5.47826e-17
89.70360 7.90851e-17
89.70370 1.10048e-16
89.70380 8.84369e-17
89.70390 5.57678e-17
89.70400 8.85984e-17
89.70410 7.94495e-17
89.70420 9.57277e-17
89.70430 1.19874e-16
89.70440 8.43954e-17
89.70450 1.08058e-16
89.70460 1.13872e-16
89.70470 9.06405e-17
89.70480 1.00626e-16
89.70490 1.04652e-16
89.70500 8.56079e-17
89.70510 8.23833e-17
89.70520 1.07943e-16
89.70530 7.54997e-17
89.70540 1.03463e-16
89.70550 1.60402e-16
89.70560 9.20704e-17
89.70570 8.98882e-17
89.70580 1.31971e-16
